Gene	uvb1_S1	uvb2_S2	uvb3_S3	uvb4_S4	clone2a_S5	clone2b_S6	clone2c_S7	clone2d_S8
GM38028	0	0	0	0	0	0	0	0
PCDHA8	0.174268	0.0988729	0.930022	0.465186	3.16269	0.282019	1.38353	1.3328
GM37967	0	0	0	0	0	0	0	0
AL611982.1	0	1.42148	0	0.265542	0	0	0	0
GM43029	0	0	0	0	0	0	0	0
CT010522.2	0	0	0	0	0	0	0	0
GM44150	0	0	0	0	0	0	0	0
GM21960	0	0	0.0221505	0	0	0.0767566	0.344341	0.0842641
RF00004	0	0	0	0	0	0	0	0
AC166710.5	0	0	0	0	0	0	10.6441	0
IGHD2-5	0	0	0	0	0	0	0	0
GM36431	0	0	0	0	0	0	0	0
GM28801	0	0	0	0	0	0	0	0
GM43103	0	0	0	0	0	0	0	0
GM43773	0	0	0	0	0	0	0	0
MIR6368	0	31.888	8.15713	0	0	0	10.5135	0
GM14761	0	0	0.0184729	0	0	0	0.0862943	0.0190277
GM30698	0	0	0	0	0	0	0	0.0832192
GM11972	0	0	0	0	0	0	0	0
GM11336	0	0	0	0	0	0	0	0
GM15069	0	0	0	0	0	0	0	0
1700064M15RIK	0	0	0	0	0	0	0	0
GM6714	0	0	0	0	0	0	0	0
CAAA01098150.1	0	0	0	0	0	0	0	0
AC131710.2	0.0497953	0	0	0	0	0	0	0
GM13689	0	0	0	0	0	0	0	0
GM7790	0	0	0	0	0	0	0	0
AC110091.1	0	0	0	0	0	0	0	1.57462
GM16397	0	0	0	0	0	0	0	0
GM14274	0	0	0	0	0	0	0	0
GM11911	0	0	0	0	0	0	0	0
GM37907	0	0	0	0	0	0	0	0
GM13282	0.489037	0.105159	0	0	7.75031	0	0	0.058796
GM44138	0	0	0	0	0	0	0	0
AC158519.1	0	0	0	0	0	0	0	0
GM15765	0	0	0	0	0	0	0	0
CSNK2A1-PS	0	0	0.317285	1.80265	0	0	0	2.06828
GM13392	0	0	0	0	0	0	0	0
AMY2A4	0	0	0	0	0	0	0	0
GM37496	0	0	0	0	0	0	0	0
GM47755	0	0	0	0	0	0	0	0
GM44822	0	12.962	0.0842727	0	0	0	0.19433	0
GM44268	0	0	0	0	0	0	0	0
GM16443	0	0	0	0	0	0	0	0
GM48747	0	0	0	0	0	0	0	0
GM14619	0	0	0	0	0	0	0	0
GM8145	0	0	0	0	0	0	0	0
GM27199	0	0	0	13.4977	0	0	0	0
GM48558	0	0	0	0	0	0	0	0
GM16368	0	0	0	0	0	0	0	0
GM45518	0	0	0	0	0	0	0	0
GM43406	0	0	0	0	0	0	0	0
GM38273	0	0	0	0	0	0	0	0
GM28365	0	0	0	0	0	0	0	0
GM29434	0	0	0	0	0	0	0	0
GM40038	0	0	0	0	0	0	0	0.0118396
GM43240	0	0	0	0	0	0	0	0
GM7946	0	0	0	0	0	0	0.62659	0
GM48622	0	0	0	0	0	0	0	0
GM11224	0	0	0	0.400688	0	0	0.292876	0
GM48766	0	0	0	0	0	0	0	0
GM8178	0	0	0	0	0	0	0	0
BC002163	0	0	0	0	0	0	0	0
GM14247	0	0	0	0	0	0	0	0
GM11702	0	0	0	0	0	0	0	0
GM15093	0	0	0	0	0	0	0	0
GM21866	0	0	0	0	0	0	0	0
GM43113	0	0	0	0	0	0	0	0
GM14366	0	0	0	0	0	0	0	0
GM43143	0	0	0	0	0	0	0	0
GM18891	0	0	0	0	0	0	0	0
GM29361	0	0	0	0	0	0	0	0
GM44523	0	0	0	0	0	0	0	0
GM13505	0	0	0	0	0	0	0	0
GM9305	0	0	0.0761688	10.5323	0	0	0.354199	0
GM8226	0	0	0	0	0	0	0	0
GM18584	0	0	0	0	0	0	0	0
GM18352	0	0	0	0	0	0	0	0
GM4640	0	0	0	0	0	0	0	0
GM13534	0	0	0	0	0	0	0	0
2010106C02RIK	0	0	0	0	0	0	0	0
GM7129	0	0	0	0	0	0	0	0
GM9972	4.31074	3.27853	4.35321	12.7218	6.75385	0	1.94134	1.7897e-06
GM9910	0	0	0.0199137	0	0	0	0	0
XLR3E-PS	0	0	0	0	0	0	0	0
GM12739	0	0	0	1.76603	0	0	0	0
AC144733.2	0	0	94.1986	0	0	0	0	0
GM45823	0	0	0	0	0	0	0	0
GM933	0	0	0	0	0	0	0	0
GM37386	0	0	0	0	0	0	0	0
GM44948	11.1504	0	0.962752	0.0329631	0	0.194293	3.97902	0.393206
GM38220	0	0	0	0	0	0	0	0
GM32921	0	0	0	0	0	0	0	0.0112991
GM47504	0	0	0	0	0	0	0	0
GM38323	0	0	0	0	0	0	0	0
MIR466C-2	0	0	0.0442381	0	0	0	0	0
GM19185	0	0	0	0	0	0	0	0
GM4853	0	0	0	0	0.722417	0	0	0
1700108N06RIK	0	0	0	0	0	0	0	0
IGKV11-118	0.11569	0.299311	0	0	0	0	0	0
GM28899	0	0	0	0	0	0	0	0
GM2522	0	0	0	0	0	0	0	0
GM5523	0	0	0	0	0	0	0	0
GM36660	0	0	0	0	0	0	0	6.10408
GM43661	0	0	0	0	0	0	0	0
GM14150	0	0	0	0	0	0	0	0.0643424
GM12997	0	0	0	0	0	0	0	0
GM14828	0	0	0	0	0	0	0	0
GM11502	0	0	0	0	0	0	0	0
GM14928	0	0	0	0	0	0	0	0
SKINT3	0	0	0	0	0	0	0	0
GM11518	0	0	0	0	0	0	68.3221	0.232047
PGAM1-PS2	0	0	0	0	0	0	0	0
GM14539	0	0	0	0	0	0	0	0
GM32950	0	0	0	0	0	0	0	0
GM40020	221.617	0	0	0	0	0	0	0
GM4945	20.6679	0	0	0	3.17266	0	0.685886	4.51178
SPATA22	0	4.87752e-09	0.142374	0	0.170637	0	0	0.0264671
GM13579	0.473129	0.338938	0.35031	0.117966	0	0.385538	0	0.36542
GM14450	0	0	0	0	0	0	0	0.660141
GM10224	0	0	0	0	0	0	1.94066	0
GM29396	0	0	0	0	0	0	0	0
GM10472	0	1.00892	0	0	0	0	0	0
GM12844	0	0	0	0	0	0	0	0
AC117245.1	0	0.322289	0.542478	1.36253	0.0662694	0	0.409965	0.186068
GM38407	0	0	0	0	3.02001e-05	0.00151052	0	0
GM12993	0	0	0	0	0	0	0	0
GM12783	0	0	0	0	0	0	0	0
GM12194	0	0	0	0	0	0	0	0
RPS13-PS5	0	0	0	0	0	0	0	0
ZFP628	0	0	0	0	0	0	0	0
GM21256	0	0	0	0	0	0	0	0
GM27295	0	0	0	0	0	0	0	0
GM13370	219.266	0	0	65.7154	361.355	12.1425	307.722	77.0312
GM30177	0	0	0	0	0	0	0	0
GM44683	0	0	0	0	0	0	0	0
GM36401	0	0	0	0	0	0	0	0
GM19074	0	0	0	0	0	0	0	0
GM40646	0	0	0	0	0	0	0	0
GM7180	0	0	2.86697	0.0483506	0	0	0	29.2941
GM5387	0	0	0	0	0	0	0	0
GM32151	0	0	0	0	0	0	0	0
GM14578	0	0	0	0	0	0	0	0
GM12439	0	0	0	0	0	0	0	0
AC116319.2	0	0	0	0	0	0	0	0
GM14998	0	0	0	0	0	0	0	0
CBX3-PS1	0	0	0	0	0	0	0	0
GM14109	0	0	0	0	0	0	0	0
AC109172.1	0	0	0	0	0	0	0	0
1700020N18RIK	0	0	0	0	0	0	0	0
HIST1H2BM	0	0	0	0	0	0	0	0
GM44008	0	0	0	0	0	0	0.137061	0
GM13275	0	0	0	0.021722	0	0	0	0.0104938
GM16584	0	0	0	0	0	0	0	0
GM27209	0	0	0	0	0	0	0	0
OLFR1296-PS1	0	0	0	0	0	0	0	0
GM12377	0.378939	0	0.119349	0	0	0	0	0
GM13127	0	0	0	0	0	0	0	0
GM12093	0	0	0	0	0	0	0	0
STK19-PS1	0	0	0	0	0	0	0	0
GM45725	0	0	0.20816	0	1.43313	0	0	0
GM12933	0	0	0	0	0	0	0	0
GM14278	0	0	0	0	0	0	0	0
GM15988	0	0	0	0	0	0	0	0
GM14175	0	0	0	0	0	0	0	0
IGHD4-1	0	0	0	0	0	0	0	0
GM13232	0	0	0	0	0	0	0	0
GM4034	0	0	0	0	0	0	0	0
GM5285	0	0	0.41794	0	0	0	0.980248	3.40917
GM14869	0	0	0	0	0	0	0	0
GM11096	0	0	0	0	0	0	0	0
GM37959	0	207.189	0.0906625	3.09059	82.436	0	14.417	0
GM12517	0	0	0	0	0	0	0	0
GM13607	0	0	0.0211504	0	0	0	0	0
GM11425	0	0	0	0	0	0	0	0
OLFR1299	0	0	0	0	0	0	0	0
GM18166	0	0	0	0	0	0	0	0
GM5225	0	0	0	0	0	0	0	0
GM13574	0	0	0	0	0	0	0	0
GM15678	0	0	0	0	0	0	0	0
GM28446	18.932	0.188823	0	0	5.55858	0	0	0
GM15971	0	0	0	0	0	0	0	0
GM8367	0	0	0	0	0	0	0	0
1700020M21RIK	0	0	0	0	0	0	0	0
GM44657	0	0	0	0	0	0	0	0
GM13077	0	0	0	0	0	0	0	0
GM48594	8.44753	0.192883	1.2076	0.28538	0.0313858	0	0	1.63387
GM14451	0	0	0	0	0	0	0	0
G630093K05RIK	0	0	0	0	0	0	0	0.0079131
CT025602.2	0	0	0	0	0	0	0	0
RPS2-PS4	0	0	0	0	0	0	0	0
GM14603	0	0	0	0	0	0	0	0
GM12423	0	0	0	0	0	0	0	0
GM11976	0	0	0	0	0	0	0	0
GM45405	0	0	0	0	0	0	0	0
GM12053	0	0	0	0	0	0	0	0
GM15428	0	0	0	0.177956	0	20.1456	0	0
GM12250	0	0	0	0	0	0	0	0
GM26883	0	0	0	0	0	0	0	0
OLFR839-PS1	0	0	0	0	0	0	1.0888	0
GM45358	0	0	0	0	0	0	0	0
A130050O07RIK	0	0	0	0	0	0	0	0
GM28138	0	0	0	0	0	0	0	0
GM48697	0	0	0	0	0	0	0	0
OLFR195	0	0	0.119954	0.223517	0	0	0.0930436	0
GM11278	295.862	93.9623	0	83.142	245.363	872.246	61.3473	7.9199
GM47163	0	0	0	0	0	0	0.00979075	0
1110003F10RIK	0	0	0	0	0	0	0	0
BC051537	0	0	0	0	0	0	0	0
VMN1R-PS24	0	0.139192	0	0	0	0	0	0
GM26959	0.907956	3.26673	1.05303	1.22113	0.145626	0	0.296756	0.381894
GM47207	0	0	0	0	0	0	0	0
GM47948	0	0	0	0	0	0	0.133102	0.13689
GM44041	0	0	0	0	0	0	0	0
GM8688	0	0	0	0	0	0	0	0
GM44135	0	0	0	0	0	0	0	0
GM38364	0	0	0	0	0	0	0	0
LLPH-PS2	0	0	0	0	0	0	0	0
GM47915	0	0	0	0	0	0	0	0
GM18924	135.729	0	0	0	0	0	0	0
GM7618	0	0	0	0	0	0	0	0
GM12891	0	0	0	0	0	0	0	0
ZFP975	0	0	7.73312	0	0	0	0	0
GM26595	259.757	393.513	264.316	291.392	223.41	0	328.045	314.633
GM27535	0	0	0	0	0	0	0	0
1700025H01RIK	0	0	0	0	0	0	0	0
RPL35-PS1	0	0	0	0	0	0	0	0.0190599
GM17800	0	0	0	0	0	0	0	0
GM16005	0.0603405	0	0.0213527	0	0.0734805	0	0	0
GM13608	0	0	0	0	0	0	0	0
GM12477	0	0	0	0	0	0	0	0
GM44187	0	0.122712	0.0706954	0.671928	0	0	0.382948	0.119748
0610040F04RIK	0	0	0	0	0	0	0	0
GM7572	0	0	0	0	0	0	0	0
GM47862	0	0	0.0530665	0	0.274081	0	0.0619606	0.0819316
GM11997	0	0	0	0	0	0	0	0
GM6352	0	0	0	0	0	0	0	0
OLFR336-PS1	0	0	0	0	0	0	0	0
OLFR1159-PS1	0	0	0	0	0	0	0	0
GM12288	0	0	0	0	0	0	0	0
GM14336	0	0	0	0	0	0	0	0
GM12685	0	0	0	0	0	0	35.9396	0
GM8152	0	0	0	0	0	0	0	0
GM43706	0	0	0	0	0	0	0	0
GM12109	0	0	0	0	0	0	0	0
GM7840	0	0	0	0	0	0	0	0
OLFR1147-PS1	0	0	0	0	0	0	0	0
GM11361	0	0	0	0	0	0	0	0
GM9135	0	0	0	0	0	0	0	0.0526917
RPS12-PS20	0	0	0	0	0	0	30.9312	0
PRAMEL	0	0	0	0	0	0	0	0
AC114585.1	0	0	0	0	0	0	0	0
AL732506.1	189.314	0	0.71272	11.5405	4.41852	1220.17	92.8316	36.5044
GM11926	0	0	0	0	0	0	0	0
GM6973	0	0	0	0	0	0	0	0
GM28541	0	0	0	0	0	0	0	26.0872
GM1866	0	0	0	0	0	0	0.772489	0
5930420M18RIK	0	0	0	0	263.251	0	0	0
GM8853	0	0	0	0	0	0	0	0
GM6184	0	0	0	0	0	0	0	0
GM12780	0	11.8492	2.74527	3.24987	6.99171	0	2.37121	4.11571
H2AFB3	0	0	0	0	0	0	0	0
GM8569	0	0	0	0	0	0	0	0
OLFR379-PS1	0	0	0	0	0	0	0	0
GM9700	0	0	0	0	0	0	0	0
RPS10-PS4	0	0	0	0	0	0	0	0
GM38037	0	0	0	0	0	0	0	0
GM13913	0	0	0	0	0	0	0	6.57341
GM47022	1.92173	0.135687	3.94019	5.40009	5.80127	0.914733	5.98618	2.2997
GM21780	0	0	0	0	0	0	0	0
GM14038	0	0	0	0	0	0	0	0
GM10067	0	0	0	0	0	0	0	0
GM28641	0	0	0	0	0	0	0	0
GM9131	0	0	0	0	0	0	0	0
GM44365	0	0	0	0	0	0	0	0
GM12578	0	0	0	0	0	0	0	0
GM14875	0	0	0	0	0	0	0	0
GM44717	0	0	0	0	0	0	0	0
GM47762	0	0	0	0	0	0	0	0
GM20652	0	0	0	0	0	0	0	0
GM9195	0	0	0	0.699978	0	0	0	1.05204
GM14073	0	0	0	0	0	0	0	0
A930032L01RIK	0	0	0	0	0	0	0	0
4930432O09RIK	0	0	0	0	0	0	0	0
AC242685.4	0	0	0	0	0	0	0	0
GM6939	0	0	0	0	0	0	0	0
AC158769.2	0	0	0	0	0	0	0	0
GM28225	0.048323	0	0	0.018055	0	0	0	0.131404
4930402H05RIK	0	0	0	0	0	0	0	0
AC122769.2	0	0	0	0	0	0	0	0
GM2474	0	0	0	0	0	0	0	0
GM14407	0	0	0	0	0	0	0	0
GM47689	0	0	0	0	0	0	0	0
GM20102	0	0	0	0	0	0	0	0.0717908
GM47910	0	0	0	0	0	0	0	0
GM2628	0	0	0	0	0	0	0	0
GM22391	0	0	0	0	0.0101487	0	0.0069246	0
GM11871	0	0	0	0	0	0	0	0
GM24417	0	0	0	0	0	0	0	0
GM31013	0	0	0	0	0	0	0	0
GM5721	0	0	0	0	0	0	0	0
GM48048	0	0	0	0	0	0	0	0
GM20689	0	0	0	0	0	0	0	0
GM12771	19.2456	0	15.1525	11.8273	15.6322	19.3957	4.93197	13.5116
GM8659	0	0	0	0	0	0	0	0
GM15263	0.138924	0.0967083	0	0	0	0.282019	0	0
GM37535	0	30.1696	0.0946185	0	0	0	8.09621	1.5837
GM13940	0	0	0	0	0	0	0	0
GM45023	0	0	0	0	0	0	0	0
IGKV14-134-1	0	0	0	0	0	0	0.134926	0
GM5667	0	0	0	0.6785	0	0	0	0.327781
AC183092.1	0	0	0	0	0	0	0	0
GM9115	0	0	0	0	0	0	0	0.029318
GM48884	0.06369	0	0.0895125	0.0477457	0	0	0	0.0229703
IGHV1-29	0	0	0	0	0	0	0	0
GM48100	0	0	0.069656	0	0	0	0	0
GM4915	0	0	0	0	0	0	0	0
GM5446	0	0	0	0	0	0	0	0
GM34730	0	0	0	0	0	0	0	0
GM15565	0	0	0	0	0	0	9.61185	0
GM47200	0	0	0	0	0	0	0	0
5430421F17RIK	0	0	0	0	0	0	0	0
GM5777	0	0	0	0	0	0	0.0424095	0
IGHV8-2	0	0	0	0	0	0	0	0
AC153506.1	0	0	0	0	0	0	0	0
MIR3961	0	0	0	0	0	0	0	0
GM1848	0	0	0	0	0	0	0	0
GM47361	0	0	0	0	0	0	0	0
GM47400	0	0	0	0	0	0	0.0284165	0
PCDHGB4	0	0	0	0	0	0	0	0
GM6859	0	0	0	0	0	0	0	0
GM12628	0	0	0	0	0	0	0	0
GM12134	0	0	0	0	0	0	0	0
MMU-MIR-433	0	0	0	0	0	0	0	0
PPIFOS	0	0	0.0235381	0.049223	0	0	0	0.0234075
GM11577	0	0	0	0	0	0	0	0
AC153830.1	0	0	0	0	0	0	0	0
GM8814	0	0	0	0	0	0	0.607435	0.259899
GM16140	0	0	0	0	0	0	0	0
ANP32B-PS1	0	0	0	0	0	0	0	0
GM13916	0	0	0.236407	0	0.425174	0	0	0.414696
GM48619	0	0	0	0	0	0	1.91359	0
GM12751	0	0	0	0	0	0	0	0
MIR7578	0	0	0	0	0	0	0	0
TMEM185B	0	0	0	0	0	0	0	0
GM31374	0	0	0	0	0	0	0	0
GM11244	0	0	0	0	0	0	0	0
GM12448	0	0	0	0	0	0	0	0
GM15233	0	0	0	0	0	0	0	0
RPL30-PS1	0	0	0	0	0	0	0	0
GM11561	0	0	0	0	0	0	0	0
A030003K21RIK	0	0	0	0	0	0	0	0.0734205
GM44007	0	0	0.062831	0.180773	0	0	0.0650662	0.0291842
GM37094	0	0	0.0312167	0	0	0	0	0
GM44096	0	0	0	0	0	0	0	0
GM12990	0	0	0	0	0	0	0	0
GM14822	0	0	0	0	0	0	0	0
GM2987	0.327592	1.21378	0.545696	1.69196	0.0494196	0	2.74389	1.57277
GM13882	0	0	0	0	0	0	0	0
GM6981	0	0	0	0	0	0	0	0
GM15466	0	0	0	0	0	0	0	0
GM12304	0	0	0.230281	0.092889	0	0	0.356272	0
GM18467	0	0	0	0	0	0	0	0
GM13223	0	0	0	0	0	0	0	0
GM6607	0	0	0	0	0	0	0	0
VMN1R-PS150	0	0	0	0	0	0	0	0
AC129541.1	0	0	0	0	0	0	0	0
GM9105	0	0	0	0	0	0	0	0
GM2379	0	0	0	0	0	0	0	0
GM12235	0	0	0	0	0	0	0	0
GM12465	0	0	0	0	0	0	0	0
GM7332	0	0	0.352747	0.0282641	0.136565	14.2685	0	0.0139985
GM12653	0	0	0	0	0	0	0	0
GM7851	0	0	0	0	0	0	0	0
GM48387	0	0	0	0	0	0	0	0
GM14669	0	0	0	0	0	0	0	0.0608605
GM23977	0	0	0	0	0	0	0	0
GM15088	0	0	0	0	0	0	20.5094	21.4555
GM48096	0.468798	0	0	0	0	0	0.592516	0.261439
GM14001	0	0	0	0	0	0	0	0
GM7190	0	0	0	0	0	0	0	0
GM47159	0	0	0	0	0	0	0	0
GM4825	0	0	0	0	0	0	0	0
GM12632	0	0	0	0	0	0	0	0
GM12192	0	0	0	0	0	0	0	0
GM15207	0	0	0	0	0	0	0	0
GM15238	0	0	0	0	0	0	0	0
GM16200	0	0	0	0	0	0	0.457485	0
GM47656	0	0	0	0.0134142	0	0	0.0294018	0
GM42987	0	0	0	0	0	0	0	0
GM28721	0	0	0	0	0	0	0	0
GM44897	0	0	0	0	0	0	0	0
PEX13-PS	0	0	0	0	0	0	0	0
GM14355	0	0	0	0	0	0	0	0
GM11920	0.446636	0	0	0	0	0	0	0
GM3233	0	0	0	0	0	0	0	0
GM6275	0.0520707	0	0	0	0	0	0	0
GM5843	0.192009	0	0.40336	0	0.23154	0	0	0
RPL28-PS3	0	0	0	0	0	0	0	0
GM13186	0	0	0	0	0	0	0	0
GM7550	0	0	0	0	0	0	0.49321	0.0891831
GM14283	0	0	0	0	0	0	0	0
GM26812	0	0	0	0	0	0	0	0
TDPX-PS1	0	0	0	0	0	0	0	0
GM12755	0	0	0	0	0	0	0	0
AC154186.1	166.217	0	0	0	0	0	0	0
GM11826	0.0151853	0	0.0106374	0	0.0182442	0	0	0.0170598
GM44988	0	0	0	0	0	0	0	0
GM14783	0	0	0	0	0	0	0	0
AC101945.2	0.139631	0.338055	0.388394	0.323387	0.529995	68.1208	13.3226	0.481517
GM11207	0	0	0	0	0	0	0	0
GM28093	0	0	0	0	0	0	0	0
GM11356	0	0	0	0	0	0	0	0
GM11196	15.2833	0	0.75231	0.581224	4.49709	0	0	0
GM5430	0.12436	0	0	0	0	0	0	0.0449791
GM11652	0	0	0	0	0	0	0	0
GM15745	0	0	0	0	0	0	0	0
GM15215	0	0	0	0	0	0	0	0
GM20288	0	0	0	0	0	0	0	0
GM12201	0	0	0	0	0	0	0	0
DEFA-PS16	0	0	0	0	0	0	0	0
GM43624	0	0	0	0	0	0	0	0
AC108945.1	0	0	0.0183499	0	0	0	0	0
GM48573	0	0	0	0	0	0	0	0
GM43396	0	0	0	0	0	0	0	0
GM32283	0	0	0	0	0	0	0	0
GM13207	0	0	0	0	0	0	0	0
GM14352	0	0	0	0	0	0	0	0
GM8953	0	0	0	0	0	0	0	0
GM42900	0	0.282537	0	0	0	0	0	0
GM43539	0	0	0	0	0	0	0	0.0785759
GM12097	0	0	0	0	0	0	0	0
GM28383	0	0	2.53386	0	0	0	0	4.08501
GM13525	0	0	0	0	0	0	0	0
4930444K16RIK	0	0	0	0	0	0	0	0
GM14541	0	0	0	0	0	0	0	0
GM11205	0	0	0	0	0	0	0	0
GM17130	0	0	0	0	0	0	0	0
GM37313	0	0	0	0	0	0	0	0
SULT2A-PS2	0	0	0	0	0	0	0	0
GM13690	0	0	0.0488978	0	0	0	0	0
MAML3	0	0	0	0	0	0	0	0
GM37410	0	0	0	0	0	0	0	0
GM13047	1.56555	65.9046	0	0	0	98.9163	0	0
GM8344	0	0	0	0	0	0	0	0
GM12072	0	0.824886	0.0449006	0	0	0	0	0.138654
GM7656	0	0	0.0206875	0	0.0713787	0	0	0.0335786
GM16559	0	0	0	0	0	0	1.9926	0.783231
GM48700	0	0	0.0620761	0	0	0	0	0
GM28719	0	0	0	0	0	0	0	0
GM5587	0	0	0	0	0	0	0	0
GM13141	0	0	0	0	0	0	0	0
GM12163	0	0.2589	2.18514	0.0600523	0.339644	1.32843	0.0657775	0.217582
5730416F02RIK	0	0	0	0	0	0	0	0
GM15071	0	0	0	0	0	0	0	0
GM47511	0	0	0	0	0	0	0	0
GM14182	0	0	0	0	0	0	0	0
GM12591	0	0	0	0	0	0	0	0
GM10752	0	0	0.0499444	0	0	0	0.288959	0.0593103
GM13675	0	0	0	0	0	0	0	0
SCGB1B4-PS	0	0	0	0	0	0	0	0
GM44663	0	0	0	0	0	0	0	0
GM48825	0.0193843	0	0.569391	1.12324	0	0.353728	0	4.18726
GM48722	0	0	0	0	0	0	0	0
GM14416	0	0	0	0	0	0	0	0
GM15147	0	0	0.0213398	0	0	0	0	0
GM44070	0	0	0	0	0	0	0	0
GM18038	0	0	0	0	0	0	0	0
TRAV13-3	0	0	0	0	0	0	0	0
GM19009	0	0	0	0	0	0	0	0
4930592C13RIK	0	0	0	0	0	0	0	0
GM26980	0	0	0	0	0	0	0	0
GM28336	0	0	0	0	0	0	0	0
GM7158	0	0	0	0	0	0	0.0518978	0
GM8302	0	0	0	0	0	0	0	0
GM47462	0	0	0	0	0	0	0	0
DEFA-PS14	0	0	0	0	0	0	0	0
GM7639	0	0	0	0	0	0	0	0
GM16442	0	0	0	0	0	0	0	0
GM48352	0	0	0	0	0	0	0	0.00978445
RASSF3	0	0	105.733	206.086	325.806	249.427	366.091	180.267
GM12669	0	0	4.86233	0	0	0	19.8741	0.0417147
GM5401	0	0	0	0	0	0	0	0
GM48664	0	0	0	0	0	0	0	0
GM45286	0	0	0	0	0	0	0	0
GM10165	0	0	0	0	0	0	0	0
GM12142	0	0	10.9558	0	0	0	0	9.40606
GM14504	0	0	0	0	0	0	0	0
GM12901	0	0.0487424	0	0	0	0	0	0.0534195
GM7834	5.40826	0	0	0	0	0	0	0
GM14987	0	0	0	0	0	0	0	0
GM48383	0	0	0	0	0	0	0	0
GM8498	0	0	0	0	0	0	0	0
GM14245	0	0	0	0	0	0	0	0
CT025525.1	0	0	0	0	0	0	0	0
GM13142	0	0	0	0	0	0	0	0
GM47927	0	0	0	0	0	0	0	0
GM43737	0	0	0	0	0	0	0	0
GM29400	0	0	0	0	0	0	0	0
GM47419	0	0	0	0	0	0	0	0
SCGB2B14-PS	0	0	0	0	0	0	0	0
GM15951	0	0	0	0	0	0	0	0
GM48638	0	0	0.234735	0	0.900064	0	4.3862	0.258102
GM42913	0	0	0	0	0	0	0	0
GM9570	0	0	0	0	0	0	0	0
GM46102	0	0	0	0	0	0	0	0
GM15487	0	0	0	0	0	0	0	0.061377
GM16380	11.6192	0.0593768	20.9131	35.704	31.2321	31.86	16.7998	13.8567
GM48840	0	0	0	0	0	0	0	0
GM10356	0	0	0	0	0	0	0	0
GM8075	0	0	0	0	0	0	0	0
GM15183	0	0	0	0	0	0	0	0
GM18766	0	0	0	0	0	0	0	0
SELENOK-PS5	0	0	0	0	0	0	0	0
GM28215	0	0	0	0	0	0	0	0
GM12749	0	0	0	0	0	0	0	0
ZFP455	2.96249	0	0.0327966	0.0503099	0.0635802	0	0	0.528156
GM6869	0	0	0	0	0	0	0	0
GM34016	0	0	0	0	0	0	0	0
GM13423	0	0	0	0	0	0	0	0
GM37454	0	0	0	0	0	0	0	0
C920006O11RIK	0	0.14032	2.17781	1.56992	0	0	0	0
H2AFB1	0	0	0	0	0	0	0	0
MIR8110	0	0	0.210666	0	0	1.0913	36.4009	0.797503
GM12842	0	0	0	0	0	0	0	0
GM7850	0	0	0	0	0	0	0	0
A730098A19RIK	0	0	0	0	0	0	0	0
GM7292	0	0	0	0	0	0	0	0
GM9062	0	0.182834	0.0165883	0.141284	0	0	0.193501	0
ATP5L-PS2	0	0	0	0	0	0	0	0
GM37715	0	0	0	0	0	0	0	0
GM11677	0	0	0	9.87294	0	0	0.10131	0.0669981
GM15400	0	0	0	0	0	0	0	0
GM26962	0	0	0	0	0	0	0	0
GM48653	0	0	0	0	0	0	0	0
GM12663	0	0	0	0	0	0	3.01583	0
GM26968	0	0	0	0	0	0	0	0
GM42717	0	0	0	0	0	0	0	0.104202
GM21680	0	0	0	0	0	0	0	0
GM42968	0	0	0	0	0	0	0	0
GM30075	0	0	0	0	0	0	0	0
GM13259	0	0	0.0108309	0	0	0	0	0
GM7214	0	0	0	0	0	0	0	0
GM15332	0	0	0	0	0	0	0	0
GM16420	0	0	0	0	0	0	0	0
GM14525	0	0	0	0	0	0	0	30.8386
MUP-PS1	0	0	0	0	0	0	0.0620067	0
GM14946	280.952	0	69.6802	65.7056	0	0	50.5983	0
AMD-PS4	0	0	0	0	0	0	0	0
GM28465	0	0	0	0	0	0	0	0
YWHAQ-PS2	0	0	0	0	0	0	0	0
4933402J10RIK	0	0	0	0	0	0	0	0
GM15785	0	0	0	0	0	0	0	0
VMN2R-PS61	0	0	0	0	0	0	0	0
GM47928	0	0	0	0	0	0	0	0
GM47219	0	0	0	0	109.417	5.04746	0	0
GM47941	0	0	0	0	0	0	0	0
GM29110	0	0	0	0	0	0	0.42634	0.328929
GM11700	0	0	0	0	0	0	0	0
GM8820	0	0	0	0	0	0	0	0
GM21092	0	0	0	0	0	0	21.0661	0
GM6129	0	0	0	0	0	0	0	0.284399
GM15172	0.11836	0	0.207191	0	0	0	0.096736	0.0852988
GM26977	0	0	0	0	0	0	0	0
GM11785	0	0	0	0	0	0	0	0
GM26956	0	0	0	0	0	0	0	0
GM12983	0	0	0	0	0	0	0	0
GM42660	0	0	0	0	0	0	0	0
AC164099.1	0	0	1.00237	0	0	0	0	1.603
PAUPAR	0	0	0	0	0	0	0	0
GM38204	0	0	0	0	0	0	0	0
GM11249	0	0	0	0	0	0	0	0
GM47613	0	0	0	0	0	0	0	0
GM15087	0.118912	0	0	0	0	0	0	0
GM48247	0	0	0	0	0	0	0	0
SMS-PS	0.200365	1.32606	0.349687	0.341697	3.37422	1.62663	4.98486	3.07625
GM2427	0	0	0	0	0	0	0	0
4930474N09RIK	0	0	0	0	0	0	0	0
GM17690	0	0	0.0338948	0	0	0	0	0
GM13588	0	0	0	0	0	0	0	0
GM37864	0	0	0	0	0	0	0	0
GM36980	0	0	0	0	0	0	0	0
GM11531	0	0	0	0	0	0	0	0
